568,Church Fenton,Church Fenton,United Kingdom,,EGXG,53.834333,-1.1955,29,0,E,Europe/London
569,Honington,Honington,United Kingdom,BEQ,EGXH,52.342611,0.772939,174,0,E,Europe/London
570,Cottesmore,Cottesmore,United Kingdom,,EGXJ,52.735711,-0.648769,461,0,E,Europe/London
571,Scampton,Scampton,United Kingdom,,EGXP,53.307778,-0.550833,202,0,E,Europe/London
572,Wittering,Wittering,United Kingdom,,EGXT,52.612558,-0.476453,273,0,E,Europe/London
573,Linton On Ouse,Linton-on-ouse,United Kingdom,,EGXU,54.048911,-1.252747,53,0,E,Europe/London
574,Waddington,Waddington,United Kingdom,WTN,EGXW,53.166167,-0.523811,231,0,E,Europe/London
575,Topcliffe,Topcliffe,United Kingdom,,EGXZ,54.205522,-1.382094,92,0,E,Europe/London
576,Cranwell,Cranwell,United Kingdom,,EGYD,53.03035,-0.483242,218,0,E,Europe/London
577,Barkston Heath,Barkston Heath,United Kingdom,,EGYE,52.962225,-0.561625,367,0,E,Europe/London
578,Marham,Marham,United Kingdom,KNF,EGYM,52.648353,0.550692,75,0,E,Europe/London
6886,Ashford,Lympne,United Kingdom,LYM,EGMK,51.083333,1.016667,351,0,E,Europe/London
4346,RNAS WATTON,WATTON,United Kingdom,,EGYR,52.33,0.51,173,0,E,Europe/London
4347,ISLES OF SCILLY,ST MARY\\'S,United Kingdom,ISC,\N,49.919,-6.3075,70,0,E,Europe/London
5658,Papa Stour Airport,Papa Stour,United Kingdom,PSV,,60.3217,-1.69306,0,0,E,Europe/London
5657,Outer Skerries Airport,Outer Skerries,United Kingdom,OUK,,60.417,-0.75,0,0,E,Europe/London
5656,Foula Airport,Foula,United Kingdom,FOA,,60.121,-2.052,0,0,E,Europe/London
5575,Barra Airport,Barra,United Kingdom,BRR,EGPR,57.0228,-7.44306,5,0,E,Europe/London
5574,Anglesey Airport,Angelsey,United Kingdom,HLY,EGOV,53.248097,-4.535339,37,0,E,Europe/London
5573,Penzance Heliport,Penzance,United Kingdom,PZE,EGHK,50.1281,-5.51845,14,0,E,Europe/London
5572,Land's End / St. Just Airport,Land's End,United Kingdom,LEQ,EGHC,50.1028,-5.67056,401,0,E,Europe/London
5571,Westray Airport,Westray,United Kingdom,WRY,EGEW,59.3503,-2.95,29,0,E,Europe/London
5570,Lerwick / Tingwall Airport,Lerwick,United Kingdom,LWK,EGET,60.1922,-1.24361,43,0,E,Europe/London
5569,Sanday Airport,Sanday,United Kingdom,NDY,EGES,59.2503,-2.57667,68,0,E,Europe/London
5568,Stronsay Airport,Stronsay,United Kingdom,SOY,EGER,59.1553,-2.64139,39,0,E,Europe/London
5567,Papa Westray Airport,Papa Westray,United Kingdom,PPW,EGEP,59.3517,-2.90028,91,0,E,Europe/London
5566,North Ronaldsay Airport,North Ronaldsay,United Kingdom,NRL,EGEN,59.3675,-2.43444,40,0,E,Europe/London
5565,Fair Isle Airport,Fair Isle,United Kingdom,FIE,EGEF,59.5358,-1.62806,223,0,E,Europe/London
5564,Eday Airport,Eday,United Kingdom,EOI,EGED,59.1906,-2.77222,10,0,E,Europe/London
5563,Campbeltown Airport,Campbeltown,United Kingdom,CAL,EGEC,55.4372,-5.68639,42,0,E,Europe/London
5562,Robin Hood Doncaster Sheffield Airport,"Doncaster, Sheffield",United Kingdom,DSA,EGCN,53.474722,-1.004444,55,0,E,Europe/London
5561,Nottingham Airport,Nottingham,United Kingdom,NQT,EGBN,52.92,-1.079167,138,0,E,Europe/London
6454,Unst Airport,Unst,United Kingdom,UNT,EGPW,60.7472,-0.85385,0,0,E,Europe/London
6467,Oban Airport,North Connel,United Kingdom,OBN,EGEO,56.464,-5.4,23,0,E,Europe/London
6483,Sandown,Isle Of Wight,United Kingdom,,EGHN,50.677776,-1.317803,18,0,E,Europe/London
6484,Fort William Heliport,Fort William,United Kingdom,FWM,\N,56.816666,-5.116667,0,0,E,Europe/London
6498,Portsmouth Airport,Portsmouth,United Kingdom,PME,\N,50.8,-1.083333,0,0,E,Europe/London
7386,Aberdeen Railway Station,Aberdeen,United Kingdom,,\N,57.1436,-2.0985,1,0,U,Europe/London
7387,Glasgow Railway Station,Glasgow,United Kingdom,,\N,55.8622,-4.2512,0,0,U,Europe/London
7388,Edinburgh Waverly Station,Edinburgh,United Kingdom,ZXE,\N,55.952,-3.189,0,0,U,Europe/London
7389,Newcastle Railway Station,Newcastle Upon Tyne,United Kingdom,,\N,54.9686,-1.6171,0,0,U,Europe/London
7390,Leeds Railway Station,Leeds,United Kingdom,,\N,53.794,-1.547,0,0,U,Europe/London
7391,Manchester Picadilly Station,Manchester,United Kingdom,,\N,53.477,-2.23,0,0,U,Europe/London
7392,Liverpool Railway Station,Liverpool,United Kingdom,,\N,53.405,-2.979,0,0,U,Europe/London
7393,London Euston Railway Station,London,United Kingdom,,\N,51.5284,-0.1331,0,0,U,Europe/London
7492,Colonsay Airport,Colonsay,United Kingdom,CSA,EGEY,56.0575,-6.243056,44,0,U,Europe/London
7493,Coll Airport,Coll,United Kingdom,COL,\N,56.633333,-6.557222,50,0,U,Europe/London
7498,Tresco Heliport,Tresco,United Kingdom,TSO,EGHT,49.945556,-6.331389,20,0,U,Europe/London
7639,Paddington Station,London,United Kingdom,QQP,\N,51.515833,-0.176111,0,0,E,Europe/London
7666,Glasgow Buchanan Bus Station,Glasgow,United Kingdom,,\N,55.8652,-4.25033,0,0,E,Europe/London
7667,London Victoria Bus Station,London,United Kingdom,,\N,51.494999,-0.144643,0,0,E,Europe/London
7696,London St Pancras,London,United Kingdom,STP,\N,51.53,-0.125,0,0,E,Europe/London
7715,Wideawake Field,Georgetown Acension Island Santa Helena,United Kingdom,ASI,\N,-7.969597,-14.393664,278,0,U,Atlantic/St_Helena
7722,London Heliport,London,United Kingdom,,EGLW,51.47,-0.177833,18,0,E,Europe/London
7749,Southampton Cruise Terminal,Southampton,United Kingdom,,\N,50.900976,-1.413975,0,0,E,Europe/London
7773,White Waltham Airfield,Maidenhead,United Kingdom,,EGLM,51.501,-0.774,133,0,E,Europe/London
7804,Booker,Wycombe,United Kingdom,,EGTB,51.611667,-0.808056,520,0,E,Europe/London
7805,Bembridge,Bembridge,United Kingdom,BBP,EGHJ,50.677778,-1.109444,53,0,E,Europe/London
7842,Hatfield,Hatfield,United Kingdom,HTF,\N,51.765,-0.24833,254,0,U,Europe/London
8024,St Pancras Railway Station,London,United Kingdom,QQS,\N,51.532519492138,-0.12630037301642,80,0,E,Europe/London
8081,Oldbury,Oldbury,United Kingdom,,\N,52.55,-2.0166,499,0,E,Europe/London
8323,Shaftesbury-Compton Abbas Aerodrome,Shaftesbury,United Kingdom,,EGHA,50.9672,-2.1536,811,0,U,Europe/London
8330,Ferry Port,Dover,United Kingdom,,\N,51.126876,1.339747,6,0,E,Europe/London
8405,Glasgow City Heliport,Glasgow,United Kingdom,,EGEG,55.5141,-4.1749,10,0,E,Europe/London
8567,Scatsta Airport,Scatsta,United Kingdom,SCS,\N,60.433,-1.3,0,0,U,Europe/London
8568,North Sea,Buchan Alpha,United Kingdom,,\N,57.9039,0.0319,0,0,U,\N
8569,North Sea,Buchan Alpha,United Kingdom,,\N,57.9039,0.0319,0,0,U,\N
8570,North Sea,Claymore,United Kingdom,,CLAA,58.4494,-0.2536,0,0,U,\N
8571,North Sea,FPSO Anasuria,United Kingdom,,ANAS,57.1524,0.0483,0,0,U,\N
8572,North Sea,BP Bruce,United Kingdom,,BRU1,58.44,2.33,0,0,U,\N
8573,North Sea,Buchan Alpha,United Kingdom,,BUCA,57.9039,0.0319,0,0,U,\N
8574,North Sea,Buzzard,United Kingdom,,BUZZ,56.8,0.766,0,0,U,\N
8575,North Sea,Clyde,United Kingdom,,CLY1,56.45,2.2833,0,0,U,\N
8576,North Sea,Cormorant Alpha,United Kingdom,,COA1,61.2333,-1.15,0,0,U,\N
8577,North Sea,Forties Alpha,United Kingdom,,FA08,57.7167,-1.0167,0,0,U,\N
8578,North Sea,Forties Charlie,United Kingdom,,FC08,57.7167,-1.0167,0,0,U,\N
8579,North Sea,Fulmar,United Kingdom,,FUA1,56.48,2.13,0,0,U,\N
8580,North Sea,Gannet Alpha,United Kingdom,,GAA1,57.3,1.2,0,0,U,\N
8581,North Sea,Montrose Alpha,United Kingdom,,MOA1,57.4506,1.3883,0,0,U,\N
8582,North Sea,Tern,United Kingdom,,TEA1,61.3333,0.8333,0,0,U,\N
8590,All Airports,London,United Kingdom,LON,\N,51.508056,-0.127778,66,0,E,Europe/London
8669,Perth Scone Airport,Perth,United Kingdom,PSL,EGPT,56.439722,-3.371389,392,0,E,Europe/London
8670,Caernarfon Airport,Caernarfon,United Kingdom,,EGCK,53.104167,-4.340278,14,0,E,Europe/London
8732,London - Kings Cross,London,United Kingdom,QQK,\N,51.5326,0.1233,72,0,E,Europe/London
8733,Stevenage Railway Station,Stevenage,United Kingdom,XVJ,\N,51.902,0.207,262,0,E,Europe/London
8734,Peterborough Railway Station,Peterborough,United Kingdom,XVH,\N,52.5748,-0.2502,91,0,E,Europe/London
8739,Whittlesford Parkway Rail Station,Whittlesford,United Kingdom,WLF,\N,52.104,0.166,95,0,E,Europe/London
8764,Oban Rail Station,Oban,United Kingdom,,\N,56.4124,-5.4702,0,0,E,Europe/London
8813,Duxford Aerodrome,Duxford,United Kingdom,QFO,EGSU,52.09083,0.13194,125,0,E,Europe/London
8853,Woking,Fairoaks,United Kingdom,,EGTF,51.348056,-0.558611,80,0,U,Europe/London
8894,Rochester Airport,Rochester,United Kingdom,RCS,EGTO,51.351944,0.502778,426,0,E,Europe/London
8912,Euston Station,London,United Kingdom,,\N,51.5284,-0.1331,89,0,E,Europe/London
8932,Rothera Research Station,Rothera Research Station,United Kingdom,,EGAR,-67.34,-68.08,200,12,U,Antarctica/South_Pole
8965,Ellough,Beccles,United Kingdom,,EGSM,52.438333,1.606944,80,0,E,Europe/London
8972,Brawdy RAF Airport,Brawdy,United Kingdom,,EGDA,51.880462,-5.12148,355,0,E,Europe/London
8975,Redhill Aerodrome,Redhill,United Kingdom,KRH,EGKR,51.213612,-0.13861,221,0,E,Europe/London
8978,Victoria Station,London,United Kingdom,,\N,51.4964,-0.14391,48,0,E,Europe/London
8985,Enstone,Enstone,United Kingdom,,EGTN,51.928167,-1.4285,550,0,U,Europe/London
8993,North Sea,Gryphon FPSO,United Kingdom,,GRY1,59.35,1.57,0,0,U,\N
9171,Port of Belfast,Belfast,United Kingdom,BE2,\N,54.6178,-5.9017,0,0,E,Europe/London
9172,Stranraer Ferry Port,Stranraer,United Kingdom,SR2,\N,54.902,-5.027,0,0,E,Europe/London
9222,Stoke,Stoke-on-Trent,United Kingdom,,\N,53,2.18333,500,0,E,\N
9276,Elstree,Elstree,United Kingdom,,EGTR,51.4807,-0.00093,250,0,E,Europe/London
9277,Sandtoft Airfield,Sandtoft,United Kingdom,,EGCF,53.559444,-0.858332,11,0,E,Europe/London
9278,Bourne Park,Hurtsbourne Tarrant,United Kingdom,,\N,51.264449,-1.461975,550,0,E,Europe/London
9281,Newhaven Ferry Port,Newhaven,United Kingdom,,\N,50.790385,0.054551,0,0,E,Europe/London
9285,Aberdeen Harbour,Aberdeen,United Kingdom,,\N,57.13967,-2.07467,0,0,E,Europe/London
9286,Lerwick Harbour,Lerwick,United Kingdom,,\N,60.15,-1.13333,0,0,E,Europe/London
9289,Queen Street Station,Glasgow,United Kingdom,GLQ,\N,55.8622,-4.2512,50,0,E,Europe/London
9341,Waterloo International,London,United Kingdom,,\N,51.5031,-0.1147,10,0,E,Europe/London
9355,Central Station,Glasgow,United Kingdom,ZGG,\N,55.858,-4.258,25,0,E,Europe/London
9356,Euston Station,London,United Kingdom,QQU,\N,51.5284,-0.1331,89,0,E,Europe/London
9357,Waterloo International,London,United Kingdom,QQW,\N,51.5031,-0.1147,10,0,E,Europe/London
